id;instrumento;acorde;acorde_enarmonico;tonica;tonica_pt;qualidade;formula_intervalar;inversao_numero;inversao_nome;notas_ordenadas;notas_separadas;baixo_sugerido;mao_esquerda_sugerida;mao_direita_sugerida;oitava_referencia;observacoes;fonte
teclado-A7-2;teclado;A7;;A;Lá;sétima dominante;1 3 5 b7;2;2ª inversão;E-G-A-C#;E|G|A|C#;E;A;E-G-A-C#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-A7-3;teclado;A7;;A;Lá;sétima dominante;1 3 5 b7;3;3ª inversão;G-A-C#-E;G|A|C#|E;G;A;G-A-C#-E;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Amaj7-0;teclado;Amaj7;;A;Lá;sétima maior;1 3 5 7;0;posição fundamental;A-C#-E-G#;A|C#|E|G#;A;A;A-C#-E-G#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Amaj7-1;teclado;Amaj7;;A;Lá;sétima maior;1 3 5 7;1;1ª inversão;C#-E-G#-A;C#|E|G#|A;C#;A;C#-E-G#-A;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Amaj7-2;teclado;Amaj7;;A;Lá;sétima maior;1 3 5 7;2;2ª inversão;E-G#-A-C#;E|G#|A|C#;E;A;E-G#-A-C#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Amaj7-3;teclado;Amaj7;;A;Lá;sétima maior;1 3 5 7;3;3ª inversão;G#-A-C#-E;G#|A|C#|E;G#;A;G#-A-C#-E;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Am7-0;teclado;Am7;;A;Lá;menor com sétima;1 b3 5 b7;0;posição fundamental;A-C-E-G;A|C|E|G;A;A;A-C-E-G;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Am7-1;teclado;Am7;;A;Lá;menor com sétima;1 b3 5 b7;1;1ª inversão;C-E-G-A;C|E|G|A;C;A;C-E-G-A;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Am7-2;teclado;Am7;;A;Lá;menor com sétima;1 b3 5 b7;2;2ª inversão;E-G-A-C;E|G|A|C;E;A;E-G-A-C;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Am7-3;teclado;Am7;;A;Lá;menor com sétima;1 b3 5 b7;3;3ª inversão;G-A-C-E;G|A|C|E;G;A;G-A-C-E;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-A6-0;teclado;A6;;A;Lá;sexta;1 3 5 6;0;posição fundamental;A-C#-E-F#;A|C#|E|F#;A;A;A-C#-E-F#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-A6-1;teclado;A6;;A;Lá;sexta;1 3 5 6;1;1ª inversão;C#-E-F#-A;C#|E|F#|A;C#;A;C#-E-F#-A;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-A6-2;teclado;A6;;A;Lá;sexta;1 3 5 6;2;2ª inversão;E-F#-A-C#;E|F#|A|C#;E;A;E-F#-A-C#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-A6-3;teclado;A6;;A;Lá;sexta;1 3 5 6;3;3ª inversão;F#-A-C#-E;F#|A|C#|E;F#;A;F#-A-C#-E;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Am6-0;teclado;Am6;;A;Lá;menor com sexta;1 b3 5 6;0;posição fundamental;A-C-E-F#;A|C|E|F#;A;A;A-C-E-F#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Am6-1;teclado;Am6;;A;Lá;menor com sexta;1 b3 5 6;1;1ª inversão;C-E-F#-A;C|E|F#|A;C;A;C-E-F#-A;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Am6-2;teclado;Am6;;A;Lá;menor com sexta;1 b3 5 6;2;2ª inversão;E-F#-A-C;E|F#|A|C;E;A;E-F#-A-C;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Am6-3;teclado;Am6;;A;Lá;menor com sexta;1 b3 5 6;3;3ª inversão;F#-A-C-E;F#|A|C|E;F#;A;F#-A-C-E;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Adim-0;teclado;Adim;;A;Lá;diminuto;1 b3 b5;0;posição fundamental;A-C-D#;A|C|D#;A;A;A-C-D#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Adim-1;teclado;Adim;;A;Lá;diminuto;1 b3 b5;1;1ª inversão;C-D#-A;C|D#|A;C;A;C-D#-A;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Adim-2;teclado;Adim;;A;Lá;diminuto;1 b3 b5;2;2ª inversão;D#-A-C;D#|A|C;D#;A;D#-A-C;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Adim7-0;teclado;Adim7;;A;Lá;diminuto com sétima;1 b3 b5 bb7;0;posição fundamental;A-C-D#-F#;A|C|D#|F#;A;A;A-C-D#-F#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Adim7-1;teclado;Adim7;;A;Lá;diminuto com sétima;1 b3 b5 bb7;1;1ª inversão;C-D#-F#-A;C|D#|F#|A;C;A;C-D#-F#-A;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Adim7-2;teclado;Adim7;;A;Lá;diminuto com sétima;1 b3 b5 bb7;2;2ª inversão;D#-F#-A-C;D#|F#|A|C;D#;A;D#-F#-A-C;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Adim7-3;teclado;Adim7;;A;Lá;diminuto com sétima;1 b3 b5 bb7;3;3ª inversão;F#-A-C-D#;F#|A|C|D#;F#;A;F#-A-C-D#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Aaug-0;teclado;Aaug;;A;Lá;aumentado;1 3 #5;0;posição fundamental;A-C#-F;A|C#|F;A;A;A-C#-F;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Aaug-1;teclado;Aaug;;A;Lá;aumentado;1 3 #5;1;1ª inversão;C#-F-A;C#|F|A;C#;A;C#-F-A;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Aaug-2;teclado;Aaug;;A;Lá;aumentado;1 3 #5;2;2ª inversão;F-A-C#;F|A|C#;F;A;F-A-C#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Asus2-0;teclado;Asus2;;A;Lá;suspenso com segunda;1 2 5;0;posição fundamental;A-B-E;A|B|E;A;A;A-B-E;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Asus2-1;teclado;Asus2;;A;Lá;suspenso com segunda;1 2 5;1;1ª inversão;B-E-A;B|E|A;B;A;B-E-A;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Asus2-2;teclado;Asus2;;A;Lá;suspenso com segunda;1 2 5;2;2ª inversão;E-A-B;E|A|B;E;A;E-A-B;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Asus4-0;teclado;Asus4;;A;Lá;suspenso com quarta;1 4 5;0;posição fundamental;A-D-E;A|D|E;A;A;A-D-E;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Asus4-1;teclado;Asus4;;A;Lá;suspenso com quarta;1 4 5;1;1ª inversão;D-E-A;D|E|A;D;A;D-E-A;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Asus4-2;teclado;Asus4;;A;Lá;suspenso com quarta;1 4 5;2;2ª inversão;E-A-D;E|A|D;E;A;E-A-D;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Aadd9-0;teclado;Aadd9;;A;Lá;com nona adicionada;1 3 5 9;0;posição fundamental;A-B-C#-E;A|B|C#|E;A;A;A-B-C#-E;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Aadd9-1;teclado;Aadd9;;A;Lá;com nona adicionada;1 3 5 9;1;1ª inversão;B-C#-E-A;B|C#|E|A;B;A;B-C#-E-A;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Aadd9-2;teclado;Aadd9;;A;Lá;com nona adicionada;1 3 5 9;2;2ª inversão;C#-E-A-B;C#|E|A|B;C#;A;C#-E-A-B;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Aadd9-3;teclado;Aadd9;;A;Lá;com nona adicionada;1 3 5 9;3;3ª inversão;E-A-B-C#;E|A|B|C#;E;A;E-A-B-C#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-A9-0;teclado;A9;;A;Lá;nona dominante;1 3 5 b7 9;0;posição fundamental;A-B-C#-E-G;A|B|C#|E|G;A;A;A-B-C#-E-G;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-A9-1;teclado;A9;;A;Lá;nona dominante;1 3 5 b7 9;1;1ª inversão;B-C#-E-G-A;B|C#|E|G|A;B;A;B-C#-E-G-A;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-A9-2;teclado;A9;;A;Lá;nona dominante;1 3 5 b7 9;2;2ª inversão;C#-E-G-A-B;C#|E|G|A|B;C#;A;C#-E-G-A-B;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-A9-3;teclado;A9;;A;Lá;nona dominante;1 3 5 b7 9;3;3ª inversão;E-G-A-B-C#;E|G|A|B|C#;E;A;E-G-A-B-C#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-A9-4;teclado;A9;;A;Lá;nona dominante;1 3 5 b7 9;4;4ª inversão;G-A-B-C#-E;G|A|B|C#|E;G;A;G-A-B-C#-E;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Amaj9-0;teclado;Amaj9;;A;Lá;nona maior;1 3 5 7 9;0;posição fundamental;A-B-C#-E-G#;A|B|C#|E|G#;A;A;A-B-C#-E-G#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Amaj9-1;teclado;Amaj9;;A;Lá;nona maior;1 3 5 7 9;1;1ª inversão;B-C#-E-G#-A;B|C#|E|G#|A;B;A;B-C#-E-G#-A;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Amaj9-2;teclado;Amaj9;;A;Lá;nona maior;1 3 5 7 9;2;2ª inversão;C#-E-G#-A-B;C#|E|G#|A|B;C#;A;C#-E-G#-A-B;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Amaj9-3;teclado;Amaj9;;A;Lá;nona maior;1 3 5 7 9;3;3ª inversão;E-G#-A-B-C#;E|G#|A|B|C#;E;A;E-G#-A-B-C#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Amaj9-4;teclado;Amaj9;;A;Lá;nona maior;1 3 5 7 9;4;4ª inversão;G#-A-B-C#-E;G#|A|B|C#|E;G#;A;G#-A-B-C#-E;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Am9-0;teclado;Am9;;A;Lá;menor com nona;1 b3 5 b7 9;0;posição fundamental;A-B-C-E-G;A|B|C|E|G;A;A;A-B-C-E-G;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Am9-1;teclado;Am9;;A;Lá;menor com nona;1 b3 5 b7 9;1;1ª inversão;B-C-E-G-A;B|C|E|G|A;B;A;B-C-E-G-A;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Am9-2;teclado;Am9;;A;Lá;menor com nona;1 b3 5 b7 9;2;2ª inversão;C-E-G-A-B;C|E|G|A|B;C;A;C-E-G-A-B;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Am9-3;teclado;Am9;;A;Lá;menor com nona;1 b3 5 b7 9;3;3ª inversão;E-G-A-B-C;E|G|A|B|C;E;A;E-G-A-B-C;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Am9-4;teclado;Am9;;A;Lá;menor com nona;1 b3 5 b7 9;4;4ª inversão;G-A-B-C-E;G|A|B|C|E;G;A;G-A-B-C-E;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-A11-0;teclado;A11;;A;Lá;décima primeira;1 3 5 b7 9 11;0;posição fundamental;A-B-C#-D-E-G;A|B|C#|D|E|G;A;A;A-B-C#-D-E-G;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-A11-1;teclado;A11;;A;Lá;décima primeira;1 3 5 b7 9 11;1;1ª inversão;B-C#-D-E-G-A;B|C#|D|E|G|A;B;A;B-C#-D-E-G-A;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
